fecha,hora,tienda_id,producto_id,cantidad,medio_pago
2026-09-09,15:39:43,2,19,6,Efectivo
2026-09-09,08:26:01,4,9,6,Yape/Plin
2026-09-09,08:10:31,3,7,1,Efectivo
2026-09-09,14:44:04,1,2,4,Efectivo
2026-09-09,18:13:47,1,4,4,Tarjeta
2026-09-09,21:33:57,3,3,3,Yape/Plin
2026-09-09,13:40:49,2,6,5,Efectivo
2026-09-09,10:53:50,2,17,1,Tarjeta
2026-09-09,13:44:43,3,4,3,Yape/Plin
2026-09-09,15:09:17,4,20,3,Tarjeta
2026-09-09,14:22:44,4,17,5,Yape/Plin
2026-09-09,21:07:12,3,9,5,Tarjeta
2026-09-09,15:29:17,2,1,3,Tarjeta
2026-09-09,09:10:44,4,20,1,Efectivo
2026-09-09,20:35:11,2,10,6,Efectivo
2026-09-09,08:16:49,2,15,1,Yape/Plin
2026-09-09,18:52:13,4,11,6,Tarjeta
2026-09-09,21:33:47,3,5,2,Tarjeta
2026-09-09,18:58:47,3,12,6,Efectivo
2026-09-09,11:48:50,4,9,3,Tarjeta
2026-09-09,09:57:09,4,12,5,Tarjeta
2026-09-09,21:43:40,1,1,5,Efectivo
2026-09-09,11:45:32,4,13,2,Yape/Plin
2026-09-09,14:20:52,3,16,1,Efectivo
2026-09-09,20:25:21,1,13,4,Efectivo
2026-09-09,10:17:15,2,4,4,Efectivo
2026-09-09,08:39:43,3,2,4,Yape/Plin
2026-09-09,17:31:52,3,9,3,Yape/Plin
2026-09-09,18:37:15,1,5,1,Tarjeta
2026-09-09,16:24:30,2,11,2,Yape/Plin
2026-09-09,10:37:09,4,7,6,Yape/Plin
2026-09-09,15:20:59,1,7,3,Efectivo
2026-09-09,19:46:13,1,18,3,Yape/Plin
2026-09-09,18:07:36,4,3,4,Yape/Plin
2026-09-09,08:55:53,4,9,1,Tarjeta
2026-09-09,20:17:27,3,12,6,Tarjeta
2026-09-09,15:12:07,1,7,6,Efectivo
2026-09-09,09:04:25,4,14,1,Tarjeta
2026-09-09,09:29:50,4,12,1,Efectivo
2026-09-09,11:07:35,4,21,6,Yape/Plin
2026-09-09,14:56:09,2,12,4,Yape/Plin
2026-09-09,08:14:11,4,3,5,Efectivo
2026-09-09,13:43:56,3,21,3,Efectivo
2026-09-09,19:14:48,2,10,1,Tarjeta
2026-09-09,21:07:45,4,3,3,Yape/Plin
2026-09-09,13:16:40,1,19,1,Yape/Plin
2026-09-09,09:11:53,1,8,4,Yape/Plin
2026-09-09,16:28:26,4,13,4,Efectivo
2026-09-09,18:57:55,3,12,3,Yape/Plin
