fecha,hora,tienda_id,producto_id,cantidad,medio_pago
2026-09-13,16:51:56,3,13,6,Tarjeta
2026-09-13,18:34:09,2,13,1,Efectivo
2026-09-13,16:16:23,3,1,1,Efectivo
2026-09-13,20:18:35,4,5,4,Efectivo
2026-09-13,19:02:23,4,11,3,Yape/Plin
2026-09-13,16:08:53,1,5,2,Efectivo
2026-09-13,09:21:23,2,13,3,Yape/Plin
2026-09-13,10:04:32,4,14,6,Yape/Plin
2026-09-13,10:58:02,2,2,5,Yape/Plin
2026-09-13,19:41:42,3,16,5,Tarjeta
2026-09-13,21:45:17,3,2,2,Tarjeta
2026-09-13,21:13:48,4,20,5,Efectivo
2026-09-13,09:45:53,1,6,1,Yape/Plin
2026-09-13,12:29:40,4,15,3,Yape/Plin
2026-09-13,18:38:03,2,16,3,Yape/Plin
2026-09-13,14:28:45,2,11,6,Efectivo
2026-09-13,13:35:57,4,4,3,Yape/Plin
2026-09-13,08:17:47,4,16,1,Yape/Plin
2026-09-13,18:58:52,2,5,6,Yape/Plin
2026-09-13,18:43:01,1,5,4,Yape/Plin
2026-09-13,19:45:22,3,6,2,Efectivo
2026-09-13,18:41:29,1,16,5,Efectivo
2026-09-13,21:06:47,4,17,5,Tarjeta
2026-09-13,18:37:22,1,18,3,Yape/Plin
2026-09-13,20:50:54,3,8,2,Tarjeta
2026-09-13,20:10:56,3,16,6,Efectivo
2026-09-13,16:35:54,2,15,5,Tarjeta
2026-09-13,14:46:05,2,1,2,Tarjeta
2026-09-13,08:44:35,3,4,1,Tarjeta
2026-09-13,17:17:50,1,20,5,Yape/Plin
2026-09-13,14:54:25,1,6,1,Tarjeta
2026-09-13,18:36:34,2,15,3,Efectivo
2026-09-13,16:18:51,2,7,3,Yape/Plin
2026-09-13,10:11:21,4,2,6,Yape/Plin
2026-09-13,20:17:42,3,9,1,Efectivo
2026-09-13,15:17:48,1,11,5,Yape/Plin
2026-09-13,17:12:18,3,4,6,Efectivo
2026-09-13,10:00:06,3,8,1,Yape/Plin
2026-09-13,08:32:01,3,5,6,Yape/Plin
2026-09-13,17:08:51,2,4,1,Tarjeta
2026-09-13,14:29:38,3,21,2,Yape/Plin
2026-09-13,21:58:39,2,2,2,Efectivo
2026-09-13,20:44:53,1,13,6,Tarjeta
2026-09-13,18:03:30,4,1,6,Efectivo
2026-09-13,16:50:28,2,14,5,Efectivo
2026-09-13,12:48:21,3,7,3,Yape/Plin
2026-09-13,17:58:44,4,14,6,Efectivo
2026-09-13,13:18:22,1,8,3,Tarjeta
2026-09-13,15:10:52,2,6,2,Tarjeta
2026-09-13,11:35:38,2,12,3,Tarjeta
2026-09-13,12:53:36,3,2,3,Efectivo
2026-09-13,13:40:35,3,21,2,Yape/Plin
2026-09-13,15:22:55,1,19,2,Tarjeta
2026-09-13,15:55:49,3,12,4,Yape/Plin
2026-09-13,11:42:45,4,5,1,Yape/Plin
2026-09-13,08:23:19,1,20,4,Efectivo
2026-09-13,15:04:40,1,12,3,Efectivo
2026-09-13,08:02:29,2,17,4,Yape/Plin
2026-09-13,08:36:00,1,18,3,Efectivo
2026-09-13,13:10:11,4,17,5,Efectivo
2026-09-13,20:19:52,1,5,6,Tarjeta
2026-09-13,21:45:25,2,1,5,Yape/Plin
