fecha,hora,tienda_id,producto_id,cantidad,medio_pago
2026-09-11,10:39:14,4,17,2,Yape/Plin
2026-09-11,15:10:46,3,7,3,Tarjeta
2026-09-11,11:48:08,3,1,2,Efectivo
2026-09-11,21:00:38,1,13,4,Tarjeta
2026-09-11,21:51:43,3,11,6,Efectivo
2026-09-11,11:00:25,1,17,4,Yape/Plin
2026-09-11,17:55:15,4,1,5,Tarjeta
2026-09-11,18:37:05,3,4,3,Yape/Plin
2026-09-11,16:56:05,1,7,4,Yape/Plin
2026-09-11,17:29:18,2,16,4,Yape/Plin
2026-09-11,11:22:26,4,5,6,Yape/Plin
2026-09-11,17:49:05,4,21,5,Yape/Plin
2026-09-11,09:01:57,4,15,1,Yape/Plin
2026-09-11,19:28:26,1,13,2,Efectivo
2026-09-11,15:11:13,1,8,5,Tarjeta
2026-09-11,09:43:34,4,2,6,Tarjeta
2026-09-11,13:55:37,2,10,6,Yape/Plin
2026-09-11,15:48:29,4,1,1,Tarjeta
2026-09-11,18:02:20,3,13,6,Tarjeta
2026-09-11,11:24:10,1,20,4,Tarjeta
2026-09-11,17:14:08,2,20,5,Tarjeta
2026-09-11,08:09:19,4,18,3,Yape/Plin
2026-09-11,10:40:19,1,21,6,Tarjeta
2026-09-11,09:07:17,4,4,1,Efectivo
2026-09-11,12:05:29,2,21,1,Efectivo
2026-09-11,08:49:53,4,10,4,Efectivo
2026-09-11,14:22:35,1,15,4,Efectivo
2026-09-11,10:52:51,1,19,2,Tarjeta
2026-09-11,17:47:22,1,9,6,Yape/Plin
2026-09-11,19:37:11,1,20,6,Yape/Plin
2026-09-11,18:24:25,4,11,6,Yape/Plin
2026-09-11,11:05:45,2,5,2,Yape/Plin
2026-09-11,16:32:35,2,10,6,Efectivo
2026-09-11,13:39:37,4,3,3,Efectivo
2026-09-11,17:05:28,3,13,6,Yape/Plin
2026-09-11,09:45:34,2,5,6,Efectivo
2026-09-11,10:32:31,1,4,6,Yape/Plin
2026-09-11,21:59:48,3,21,3,Tarjeta
2026-09-11,10:15:52,2,8,3,Yape/Plin
2026-09-11,17:56:09,4,3,3,Yape/Plin
2026-09-11,17:49:12,4,3,6,Yape/Plin
2026-09-11,13:26:45,4,15,6,Efectivo
2026-09-11,16:26:55,3,18,1,Yape/Plin
2026-09-11,17:13:19,4,17,2,Efectivo
