fecha,hora,tienda_id,producto_id,cantidad,medio_pago
2026-09-10,20:15:18,2,12,2,Efectivo
2026-09-10,18:38:39,4,13,6,Tarjeta
2026-09-10,17:50:30,3,3,1,Efectivo
2026-09-10,19:52:06,4,15,2,Yape/Plin
2026-09-10,17:15:24,1,9,6,Efectivo
2026-09-10,13:33:17,4,7,1,Efectivo
2026-09-10,14:52:46,1,13,5,Efectivo
2026-09-10,16:42:44,2,10,1,Tarjeta
2026-09-10,19:20:32,2,8,2,Tarjeta
2026-09-10,21:38:45,1,18,3,Tarjeta
2026-09-10,21:10:59,4,4,5,Yape/Plin
2026-09-10,20:50:24,3,15,5,Yape/Plin
2026-09-10,19:38:31,3,7,2,Tarjeta
2026-09-10,20:01:55,1,3,2,Tarjeta
2026-09-10,19:21:20,1,9,4,Efectivo
2026-09-10,13:36:38,2,9,4,Efectivo
2026-09-10,14:41:15,4,8,2,Efectivo
2026-09-10,12:29:26,3,7,6,Yape/Plin
2026-09-10,20:07:26,3,19,4,Yape/Plin
2026-09-10,11:04:27,1,7,2,Tarjeta
2026-09-10,15:45:22,1,18,2,Yape/Plin
2026-09-10,20:46:15,3,4,1,Yape/Plin
2026-09-10,11:48:31,3,17,6,Tarjeta
2026-09-10,09:18:25,1,17,1,Yape/Plin
2026-09-10,21:38:53,2,1,4,Efectivo
2026-09-10,08:03:42,2,2,5,Yape/Plin
2026-09-10,16:40:25,4,7,1,Tarjeta
2026-09-10,08:10:44,4,19,1,Efectivo
2026-09-10,15:24:08,3,18,6,Tarjeta
2026-09-10,21:34:09,2,8,5,Efectivo
2026-09-10,20:35:54,4,17,1,Yape/Plin
2026-09-10,10:57:04,1,20,4,Yape/Plin
2026-09-10,08:28:00,4,19,1,Efectivo
2026-09-10,11:15:52,4,7,5,Tarjeta
2026-09-10,12:53:17,4,7,6,Efectivo
2026-09-10,15:49:33,4,19,4,Tarjeta
2026-09-10,10:55:05,3,16,6,Yape/Plin
2026-09-10,10:58:30,2,2,3,Efectivo
2026-09-10,08:57:10,4,2,4,Yape/Plin
2026-09-10,10:42:54,1,8,2,Tarjeta
2026-09-10,12:03:24,4,12,3,Tarjeta
2026-09-10,19:09:59,1,5,4,Yape/Plin
2026-09-10,16:19:05,4,10,2,Efectivo
2026-09-10,20:20:10,4,14,2,Efectivo
2026-09-10,17:59:50,2,4,5,Yape/Plin
2026-09-10,10:26:42,1,11,3,Efectivo
2026-09-10,09:46:14,2,6,6,Yape/Plin
2026-09-10,09:12:30,1,19,2,Tarjeta
2026-09-10,17:50:54,2,9,6,Tarjeta
2026-09-10,21:58:24,1,9,5,Tarjeta
2026-09-10,10:41:19,2,16,6,Yape/Plin
2026-09-10,13:38:16,3,2,2,Yape/Plin
2026-09-10,08:45:30,3,14,2,Tarjeta
2026-09-10,14:04:30,4,18,4,Efectivo
2026-09-10,09:17:56,2,1,3,Yape/Plin
2026-09-10,20:19:32,4,19,6,Efectivo
2026-09-10,15:13:59,2,11,5,Yape/Plin
2026-09-10,12:00:10,1,15,2,Efectivo
2026-09-10,19:18:51,4,11,2,Efectivo
2026-09-10,08:53:43,4,9,3,Efectivo
2026-09-10,13:28:31,4,4,3,Tarjeta
2026-09-10,17:00:52,2,12,5,Tarjeta
2026-09-10,13:52:54,4,16,1,Efectivo
2026-09-10,08:05:49,1,6,3,Efectivo
2026-09-10,16:34:30,2,19,3,Tarjeta
2026-09-10,08:32:55,3,17,1,Yape/Plin
2026-09-10,13:14:43,3,10,5,Yape/Plin
2026-09-10,11:31:31,4,8,4,Tarjeta
2026-09-10,20:54:16,1,18,2,Efectivo
2026-09-10,21:01:48,4,19,6,Tarjeta
