fecha,hora,tienda_id,producto_id,cantidad,medio_pago
2026-09-14,17:00:28,3,7,5,Yape/Plin
2026-09-14,17:26:55,3,15,5,Tarjeta
2026-09-14,19:02:33,2,15,5,Efectivo
2026-09-14,18:10:53,2,21,6,Efectivo
2026-09-14,09:46:33,3,17,6,Tarjeta
2026-09-14,11:14:33,4,11,4,Tarjeta
2026-09-14,08:53:59,4,7,1,Yape/Plin
2026-09-14,12:03:34,4,14,2,Efectivo
2026-09-14,14:25:24,3,8,1,Tarjeta
2026-09-14,11:17:39,4,21,4,Yape/Plin
2026-09-14,19:08:34,3,15,6,Yape/Plin
2026-09-14,09:18:59,3,4,3,Efectivo
2026-09-14,16:14:44,1,1,1,Efectivo
2026-09-14,13:54:59,4,15,3,Efectivo
2026-09-14,11:30:42,2,13,3,Efectivo
2026-09-14,16:28:17,4,5,1,Efectivo
2026-09-14,20:46:32,2,5,5,Tarjeta
2026-09-14,16:51:40,2,3,1,Yape/Plin
2026-09-14,15:05:54,1,6,5,Tarjeta
2026-09-14,12:16:28,1,17,6,Yape/Plin
2026-09-14,14:09:31,4,2,5,Efectivo
2026-09-14,15:42:07,1,10,3,Yape/Plin
2026-09-14,14:35:24,3,1,2,Tarjeta
2026-09-14,18:25:39,1,18,1,Tarjeta
2026-09-14,14:32:56,4,5,4,Tarjeta
2026-09-14,11:43:33,2,17,5,Efectivo
2026-09-14,13:48:49,2,10,5,Yape/Plin
2026-09-14,08:45:42,4,19,1,Yape/Plin
2026-09-14,09:52:56,4,13,3,Efectivo
2026-09-14,12:48:10,1,16,5,Yape/Plin
2026-09-14,20:32:27,2,8,1,Efectivo
2026-09-14,16:52:52,4,3,4,Tarjeta
2026-09-14,19:17:55,1,13,6,Tarjeta
2026-09-14,11:03:21,4,5,5,Tarjeta
2026-09-14,18:48:21,4,6,5,Efectivo
2026-09-14,20:25:45,2,14,1,Yape/Plin
2026-09-14,12:49:21,1,19,1,Efectivo
2026-09-14,10:14:50,1,9,2,Tarjeta
2026-09-14,18:55:31,1,6,2,Yape/Plin
2026-09-14,17:11:57,2,18,2,Efectivo
2026-09-14,09:10:40,4,16,3,Yape/Plin
2026-09-14,19:17:57,3,8,5,Efectivo
2026-09-14,21:23:08,2,2,4,Efectivo
2026-09-14,18:37:01,4,14,3,Yape/Plin
2026-09-14,12:47:00,2,2,5,Efectivo
2026-09-14,16:35:39,4,1,6,Yape/Plin
2026-09-14,20:23:39,1,15,6,Yape/Plin
2026-09-14,09:02:42,2,3,5,Efectivo
2026-09-14,19:18:44,3,11,2,Tarjeta
2026-09-14,08:51:42,2,9,2,Yape/Plin
2026-09-14,17:54:53,2,10,4,Efectivo
2026-09-14,20:12:42,3,16,5,Yape/Plin
2026-09-14,09:52:28,2,19,3,Yape/Plin
2026-09-14,19:54:46,1,3,6,Tarjeta
2026-09-14,21:19:50,1,13,3,Tarjeta
2026-09-14,12:54:48,1,11,4,Yape/Plin
2026-09-14,19:38:52,1,13,5,Efectivo
2026-09-14,09:05:00,1,20,6,Yape/Plin
2026-09-14,17:46:55,4,2,1,Efectivo
2026-09-14,15:30:49,4,11,4,Tarjeta
2026-09-14,11:10:57,4,10,3,Efectivo
2026-09-14,16:04:33,1,9,1,Tarjeta
2026-09-14,11:30:12,1,17,4,Tarjeta
2026-09-14,21:11:25,3,13,5,Efectivo
2026-09-14,12:51:11,4,20,3,Yape/Plin
2026-09-14,08:28:07,4,18,2,Tarjeta
2026-09-14,09:14:16,4,11,2,Efectivo
2026-09-14,10:41:45,4,9,6,Efectivo
2026-09-14,10:13:01,1,18,6,Yape/Plin
2026-09-14,17:16:59,2,10,1,Yape/Plin
2026-09-14,19:31:12,3,18,4,Tarjeta
2026-09-14,21:12:36,2,16,4,Yape/Plin
2026-09-14,17:05:24,3,15,1,Yape/Plin
2026-09-14,21:30:50,1,18,4,Yape/Plin
2026-09-14,16:13:34,4,15,3,Efectivo
2026-09-14,17:57:28,1,3,6,Efectivo
2026-09-14,14:52:34,1,21,3,Efectivo
2026-09-14,12:47:29,2,17,2,Yape/Plin
2026-09-14,20:14:40,4,11,3,Tarjeta
2026-09-14,21:40:48,1,9,5,Tarjeta
2026-09-14,14:35:36,3,18,2,Efectivo
2026-09-14,21:07:20,2,19,2,Tarjeta
2026-09-14,12:29:43,4,10,4,Tarjeta
2026-09-14,15:03:24,1,2,2,Yape/Plin
2026-09-14,21:26:20,2,19,6,Tarjeta
2026-09-14,09:43:30,3,3,2,Yape/Plin
2026-09-14,14:15:20,2,17,4,Yape/Plin
2026-09-14,08:28:56,3,12,5,Efectivo
2026-09-14,11:09:51,4,2,5,Yape/Plin
2026-09-14,13:54:13,1,6,2,Tarjeta
2026-09-14,08:35:23,1,19,1,Tarjeta
2026-09-14,12:54:03,1,18,2,Yape/Plin
2026-09-14,19:15:34,3,4,4,Yape/Plin
2026-09-14,13:44:52,4,18,1,Efectivo
2026-09-14,10:39:23,3,3,4,Tarjeta
2026-09-14,21:18:18,1,14,6,Efectivo
2026-09-14,08:45:10,1,1,5,Efectivo
2026-09-14,16:42:04,1,13,1,Efectivo
2026-09-14,10:40:17,1,19,1,Tarjeta
2026-09-14,20:48:11,1,3,2,Efectivo
2026-09-14,12:40:06,3,5,5,Tarjeta
2026-09-14,09:24:06,4,3,3,Tarjeta
2026-09-14,16:41:34,1,13,4,Tarjeta
2026-09-14,15:00:05,2,13,3,Tarjeta
2026-09-14,21:20:33,4,6,1,Tarjeta
2026-09-14,19:42:47,1,19,1,Efectivo
2026-09-14,18:20:39,3,20,2,Yape/Plin
2026-09-14,11:36:02,3,4,6,Efectivo
2026-09-14,21:10:39,4,15,2,Tarjeta
2026-09-14,11:31:00,3,14,2,Tarjeta
2026-09-14,11:06:48,2,6,4,Yape/Plin
2026-09-14,14:34:32,3,19,4,Yape/Plin
2026-09-14,18:24:03,2,16,3,Yape/Plin
2026-09-14,16:27:59,2,6,4,Tarjeta
2026-09-14,08:16:24,4,6,5,Tarjeta
2026-09-14,11:57:59,1,15,5,Efectivo
