fecha,hora,tienda_id,producto_id,cantidad,medio_pago
2026-09-08,09:12:01,4,3,6,Yape/Plin
2026-09-08,15:18:18,1,4,5,Tarjeta
2026-09-08,20:48:29,1,3,4,Yape/Plin
2026-09-08,13:15:16,1,9,6,Yape/Plin
2026-09-08,18:06:24,2,17,3,Tarjeta
2026-09-08,10:41:29,2,19,3,Tarjeta
2026-09-08,15:08:20,1,1,2,Tarjeta
2026-09-08,13:16:02,1,6,1,Efectivo
2026-09-08,15:53:22,3,19,3,Yape/Plin
2026-09-08,16:34:16,3,13,2,Efectivo
2026-09-08,08:39:48,2,10,1,Efectivo
2026-09-08,09:20:28,3,11,1,Tarjeta
2026-09-08,10:10:17,4,10,1,Yape/Plin
2026-09-08,14:23:56,4,13,2,Efectivo
2026-09-08,16:48:43,1,12,1,Efectivo
2026-09-08,15:46:20,4,10,5,Yape/Plin
2026-09-08,20:06:38,2,8,5,Efectivo
2026-09-08,08:51:20,3,11,6,Tarjeta
2026-09-08,16:05:31,1,21,1,Efectivo
2026-09-08,15:23:25,2,13,4,Efectivo
2026-09-08,20:08:29,4,2,3,Tarjeta
2026-09-08,12:28:25,1,21,1,Efectivo
2026-09-08,18:46:10,1,14,4,Efectivo
2026-09-08,19:13:41,3,7,2,Efectivo
2026-09-08,16:31:45,1,9,2,Efectivo
2026-09-08,13:06:24,4,8,4,Efectivo
2026-09-08,19:29:19,2,17,4,Efectivo
2026-09-08,10:57:45,4,19,2,Tarjeta
2026-09-08,15:02:06,1,6,6,Efectivo
2026-09-08,16:28:06,1,12,4,Yape/Plin
2026-09-08,15:26:40,1,6,4,Efectivo
2026-09-08,10:09:31,4,10,5,Tarjeta
2026-09-08,11:15:35,4,5,4,Tarjeta
2026-09-08,10:21:04,1,6,2,Efectivo
2026-09-08,20:18:12,3,3,2,Yape/Plin
2026-09-08,09:23:29,1,11,4,Tarjeta
2026-09-08,08:05:41,2,17,6,Tarjeta
2026-09-08,12:24:45,4,11,2,Efectivo
2026-09-08,12:21:28,4,1,1,Efectivo
2026-09-08,11:15:13,1,16,2,Tarjeta
2026-09-08,08:51:00,4,12,2,Yape/Plin
2026-09-08,19:32:41,4,5,4,Efectivo
2026-09-08,11:05:59,1,2,2,Tarjeta
2026-09-08,17:56:27,4,11,1,Tarjeta
2026-09-08,21:07:09,3,7,5,Yape/Plin
2026-09-08,14:03:39,3,7,4,Yape/Plin
2026-09-08,19:55:40,4,10,1,Tarjeta
2026-09-08,08:45:37,1,20,5,Yape/Plin
2026-09-08,20:02:39,2,13,6,Efectivo
2026-09-08,08:10:15,2,21,5,Tarjeta
2026-09-08,18:06:44,4,10,5,Efectivo
2026-09-08,16:22:08,2,16,6,Tarjeta
2026-09-08,14:00:43,1,9,1,Efectivo
2026-09-08,19:37:24,3,9,5,Yape/Plin
2026-09-08,16:38:38,2,4,5,Tarjeta
2026-09-08,09:43:40,3,18,3,Yape/Plin
2026-09-08,08:06:53,4,15,4,Yape/Plin
2026-09-08,15:53:11,1,10,1,Efectivo
2026-09-08,17:03:21,1,20,5,Yape/Plin
2026-09-08,10:57:43,2,1,6,Yape/Plin
2026-09-08,10:22:49,3,8,5,Tarjeta
2026-09-08,14:26:55,1,5,6,Yape/Plin
2026-09-08,16:52:23,3,18,4,Efectivo
2026-09-08,11:35:27,3,16,6,Efectivo
2026-09-08,21:35:20,3,19,4,Tarjeta
2026-09-08,12:56:47,1,1,5,Efectivo
2026-09-08,15:32:38,3,3,3,Efectivo
2026-09-08,15:25:36,3,20,1,Yape/Plin
2026-09-08,10:39:22,1,6,6,Tarjeta
2026-09-08,08:35:02,2,2,6,Yape/Plin
2026-09-08,08:00:38,1,19,1,Efectivo
2026-09-08,20:19:29,1,5,6,Efectivo
2026-09-08,09:59:49,4,1,4,Efectivo
2026-09-08,16:01:09,2,14,1,Yape/Plin
2026-09-08,17:10:44,2,15,3,Tarjeta
2026-09-08,21:47:44,2,18,6,Tarjeta
2026-09-08,09:50:54,3,10,5,Yape/Plin
2026-09-08,20:45:29,4,20,6,Efectivo
2026-09-08,11:09:31,4,16,4,Efectivo
2026-09-08,10:03:47,2,7,4,Yape/Plin
2026-09-08,09:52:50,1,5,4,Efectivo
2026-09-08,18:10:48,2,19,2,Efectivo
2026-09-08,12:35:27,2,13,3,Tarjeta
2026-09-08,11:57:16,3,11,1,Yape/Plin
2026-09-08,10:15:47,1,11,6,Efectivo
2026-09-08,18:39:02,3,2,3,Efectivo
2026-09-08,19:57:40,3,1,4,Yape/Plin
2026-09-08,10:26:25,1,2,4,Tarjeta
2026-09-08,11:36:59,2,8,5,Yape/Plin
2026-09-08,16:11:53,4,16,1,Efectivo
2026-09-08,18:08:37,3,14,6,Tarjeta
2026-09-08,16:57:34,3,9,4,Tarjeta
2026-09-08,16:38:32,1,4,6,Tarjeta
2026-09-08,20:54:20,4,13,6,Efectivo
2026-09-08,21:34:08,3,6,1,Tarjeta
2026-09-08,19:38:18,4,18,6,Tarjeta
2026-09-08,13:38:45,4,9,6,Yape/Plin
2026-09-08,14:20:56,4,16,5,Efectivo
2026-09-08,15:30:32,1,2,1,Efectivo
2026-09-08,14:29:14,2,3,6,Yape/Plin
2026-09-08,17:59:20,4,15,6,Tarjeta
2026-09-08,14:25:37,1,2,2,Tarjeta
2026-09-08,09:04:35,3,8,3,Efectivo
2026-09-08,21:38:25,3,10,5,Yape/Plin
2026-09-08,19:58:11,4,20,3,Tarjeta
2026-09-08,08:48:56,2,12,3,Yape/Plin
2026-09-08,16:46:58,3,16,2,Efectivo
2026-09-08,13:30:24,3,14,6,Yape/Plin
2026-09-08,15:20:08,2,5,6,Tarjeta
2026-09-08,08:22:02,4,12,2,Tarjeta
2026-09-08,18:46:46,4,19,3,Efectivo
2026-09-08,09:24:54,2,15,5,Efectivo
2026-09-08,10:21:28,3,19,2,Yape/Plin
2026-09-08,12:09:37,2,12,1,Tarjeta
2026-09-08,11:21:00,4,21,3,Efectivo
2026-09-08,17:45:53,4,9,5,Tarjeta
2026-09-08,18:36:12,3,13,6,Tarjeta
2026-09-08,08:17:03,1,2,4,Efectivo
2026-09-08,14:07:16,3,12,1,Yape/Plin
2026-09-08,12:28:43,1,21,4,Yape/Plin
2026-09-08,15:57:31,1,19,3,Efectivo
2026-09-08,10:12:45,1,18,3,Tarjeta
